first_name,last_name,start_date,exit_date,job_title,supervisor,business_unit,employee_status,employee_type,termination_type,department_type,division,date_of_birth,state,gender_code,performance_score,current_employee_rating,employee_id,engagement_score,satisfaction_score,work_life_balance_score,training_date,training_program_name,training_type,training_outcome,trainer,training_duration_days,training_cost
Laci,Baird,2018-12-21,2022-11-16,"Production Technician I","Glenn Rollins",WBL,Active,Part-Time,Retirement,Production,Splicing,1947-03-09,MA,Female,"Fully Meets",3,2005,2,1,2,2023-04-22,"Leadership Development",Internal,Completed,"Elijah Henson",2,458.78
Laci,Frederick,2019-01-13,NULL,"Production Technician I","James Flynn",PL,Active,Part-Time,Unk,Production,"Field Operations",1974-04-15,MA,Female,"Fully Meets",2,3128,3,5,4,2023-02-28,"Communication Skills",Internal,Completed,"Michael Richardson",1,830.63
Laci,Klein,2018-12-18,NULL,"Production Technician II","Kyle Hicks",BPC,Active,Contract,Unk,Production,"People Services",1980-07-07,MA,Male,"Fully Meets",3,3410,4,3,4,2023-03-05,"Leadership Development",External,Failed,"Willie Smith",2,729.76
Laila,Simmons,2022-12-17,NULL,"Production Technician I","Zachary Smith",CCDR,Active,Full-Time,Unk,Production,Fielders,1965-09-02,MA,Male,Exceeds,4,3099,5,4,4,2023-05-31,"Technical Skills",Internal,Passed,"Lori Brown",4,355.34
Laila,Wiggins,2021-04-10,2022-11-01,"Production Technician I","Gregory Lee",WBL,Active,Contract,Resignation,Production,Catv,1960-12-06,MA,Male,"Fully Meets",2,2892,2,1,5,2022-08-10,"Technical Skills",External,Passed,"Steven Terrell",5,990.52
Laila,Woodard,2019-08-27,2023-05-10,"Area Sales Manager","Jordan Vega",MSC,Active,Full-Time,Voluntary,Sales,"Field Operations",1988-07-06,IN,Male,"Fully Meets",2,3506,2,2,3,2023-05-21,"Leadership Development",Internal,Completed,"Jonathan Peterson",1,781.81
Lailah,Haney,2019-05-07,2019-11-27,"Production Technician I","Ryan Baker",TNS,Active,Contract,Resignation,Production,"Wireline Construction",1988-02-20,MA,Female,Exceeds,3,1858,2,4,1,2022-12-16,"Technical Skills",External,Failed,"Todd Clark",5,568.57
Lailah,Hughes,2020-12-02,2023-02-25,"BI Developer","Christopher Fisher",NEL,Active,Contract,Involuntary,IT/IS,Aerial,1990-04-03,MA,Female,"Fully Meets",3,1706,3,2,5,2022-09-21,"Customer Service",External,Incomplete,"Daniel Rivera",1,970.01
Lainey,Ayers,2021-04-02,NULL,"Area Sales Manager","Jordan Bennett",EW,Active,Full-Time,Unk,IT/IS,Splicing,1991-09-10,MA,Male,"Fully Meets",3,1664,2,1,1,2023-07-08,"Project Management",Internal,Incomplete,"Christopher Smith",1,137.87
Lainey,York,2020-01-09,2021-01-27,"Production Manager","Miranda Webb",NEL,Active,Part-Time,Voluntary,Production,"General - Con",1948-11-03,MA,Female,"Fully Meets",2,2462,4,1,2,2023-02-05,"Customer Service",External,Completed,"Francisco Walker",3,758.62
Lamar,Kirk,2019-05-21,2020-01-05,"Production Technician I","Peter Norton",PL,"Voluntarily Terminated",Part-Time,Retirement,Production,"Shop (Fleet)",1978-11-29,MA,Male,"Fully Meets",4,2882,3,2,5,2023-04-21,"Leadership Development",Internal,Failed,"Kevin Vasquez",4,835.35
Lamont,Bridges,2021-10-21,NULL,"Production Technician II","Angela Peterson",WBL,Active,Contract,Unk,Production,Aerial,1991-05-05,MA,Male,"Fully Meets",3,1125,4,3,4,2022-12-14,"Communication Skills",Internal,Incomplete,"Darren Mccarthy",2,756.19
Lamont,Cook,2023-03-13,NULL,"Production Technician II","Joshua Tapia",MSC,Active,Full-Time,Unk,Production,Engineers,1951-11-18,MA,Female,"Fully Meets",3,1896,1,1,3,2023-02-22,"Customer Service",External,Completed,"Terry Mcdonald",4,537.71
Lamont,Prince,2019-10-06,2023-04-14,"Data Analyst","Gary Gray",EW,Active,Full-Time,Involuntary,Production,"Finance & Accounting",1953-04-17,MA,Male,"Fully Meets",4,2407,3,5,5,2022-11-15,"Project Management",Internal,Completed,"Brian Lee",2,545.35
Lamont,Summers,2019-03-29,NULL,"Area Sales Manager","Jason Reeves",SVG,Active,Contract,Unk,Sales,Fielders,1976-10-14,AL,Male,"Fully Meets",2,2607,3,1,2,2022-12-26,"Technical Skills",External,Completed,"Michael Brown",3,918.96
Lana,Vega,2022-05-15,NULL,"Production Technician II","Jessica Lawson",WBL,Active,Part-Time,Unk,Production,"General - Sga",1947-12-11,MA,Female,"Fully Meets",1,3241,1,5,3,2022-10-14,"Communication Skills",Internal,Completed,"Kevin Ramirez",5,674.84
Lance,Bailey,2018-09-28,2023-02-01,"Senior BI Developer","Johnny Stevens",BPC,Active,Full-Time,Voluntary,IT/IS,"General - Con",1985-04-21,MA,Male,"Fully Meets",3,1711,5,1,4,2022-09-30,"Technical Skills",External,Failed,"Melissa Martinez",3,102.19
Landen,Blanchard,2018-10-16,2018-12-17,"Sales Manager","Donna Gomez",SVG,Active,Contract,Involuntary,"Admin Offices",Aerial,1998-11-07,MA,Male,"Fully Meets",3,1636,4,5,2,2022-08-31,"Technical Skills",External,Completed,"Matthew Benson",1,943.84
Landen,Figueroa,2020-12-23,NULL,"Production Technician I","Nicholas Robertson",PYZ,Active,Full-Time,Unk,Production,Catv,1951-09-02,MA,Male,PIP,4,2177,4,2,1,2023-07-07,"Customer Service",External,Passed,"Christina Nguyen",4,616.66
Landin,Walton,2022-01-24,2022-03-27,"Production Technician II","James Williamson",NEL,Active,Contract,Involuntary,Production,"People Services",1979-06-04,MA,Female,"Fully Meets",5,3236,2,4,1,2022-12-17,"Communication Skills",Internal,Completed,"Karen Whitehead",5,209.99
Landon,Mayo,2022-11-21,NULL,"Production Technician II","Samantha David",PL,Active,Contract,Unk,Production,"General - Eng",1987-12-08,MA,Male,"Fully Meets",4,3237,5,1,2,2023-06-12,"Leadership Development",Internal,Failed,"Tiffany Barajas",5,114.81
Landyn,Velez,2022-12-15,2022-12-29,"Production Technician I","Joseph Bell",EW,Active,Contract,Retirement,Production,"Field Operations",1963-07-01,MA,Female,Exceeds,1,2198,2,4,2,2022-08-14,"Leadership Development",Internal,Failed,"Melissa Perkins",5,198.35
Lane,Church,2021-02-14,NULL,"Production Technician I","Jamie Anderson",SVG,Active,Part-Time,Unk,Production,"Field Operations",1969-05-24,MA,Female,Exceeds,3,1865,1,3,4,2022-11-13,"Project Management",Internal,Completed,"Kimberly Reed",3,802.75
Lane,Willis,2022-08-12,2023-04-16,"Administrative Assistant","Roger Campbell",CCDR,Active,Contract,Resignation,Sales,"General - Con",1978-11-12,MA,Female,"Fully Meets",2,2668,4,4,1,2023-01-19,"Project Management",Internal,Passed,"Stephen Silva",3,968.31
Lane,Zuniga,2022-06-11,2023-01-10,"Production Technician II","Casey Morris",TNS,"Voluntarily Terminated",Full-Time,Voluntary,Production,"People Services",1973-02-19,MA,Female,"Fully Meets",3,3673,3,3,1,2023-03-21,"Customer Service",External,Passed,"Daniel Wood",3,578.02
Larissa,Douglas,2021-03-03,2021-07-10,"Administrative Assistant","Harry Ellis",SVG,Active,Part-Time,Resignation,"Admin Offices","General - Con",1968-05-18,MA,Female,Exceeds,3,1377,5,5,4,2023-06-20,"Communication Skills",Internal,Completed,"Anna Dennis",2,909.56
Larissa,Garza,2023-01-31,2023-06-22,"Director of Operations","Sandra Manning",SVG,Active,Contract,Resignation,Production,Executive,1973-04-16,MA,Female,"Fully Meets",1,2442,2,1,5,2023-01-18,"Communication Skills",Internal,Failed,"Richard Graves",2,688.8
Larissa,Taylor,2020-08-31,2023-06-09,"Production Technician I","Dawn Stark",EW,Active,Contract,Resignation,Production,"Yard (Material Handling)",1972-12-05,MA,Female,"Needs Improvement",5,2940,5,1,3,2023-06-14,"Communication Skills",External,Passed,"Justin Clements",2,490.26
Larissa,Warner,2018-10-27,NULL,"Production Technician I","Amy Hess",BPC,Active,Full-Time,Unk,Production,Engineers,1943-06-27,MA,Female,"Fully Meets",3,1292,1,4,3,2023-02-22,"Customer Service",Internal,Completed,"Stephanie Johnson",5,950.3
Larissa,Warner,2020-07-04,2022-05-11,"Production Technician II","Sarah Harrison",MSC,Active,Full-Time,Retirement,Production,"General - Con",1995-12-26,MA,Female,Exceeds,3,2169,5,2,4,2023-03-17,"Customer Service",External,Failed,"Danielle Valdez",1,200.13
Larry,Novak,2021-09-15,2023-07-02,"Director of Operations","Zachary Higgins",SVG,Active,Full-Time,Retirement,Sales,"General - Con",1952-02-07,MA,Male,"Fully Meets",2,2525,2,5,1,2023-04-24,"Leadership Development",External,Incomplete,"Cassandra Bowen",3,450.81
Latia,Costa,2022-04-06,2023-07-03,"Area Sales Manager","Jacob Braun",WBL,Active,Full-Time,Involuntary,Sales,"General - Eng",1942-07-01,CA,Female,Exceeds,4,3433,1,5,2,2022-08-06,"Customer Service",External,Passed,"David Stewart",5,295.08
Laura,Bullock,2018-09-14,NULL,"Area Sales Manager","Mr. Benjamin Lucas",PL,Active,Part-Time,Unk,Sales,"Technology / It",1942-08-06,AZ,Male,"Fully Meets",2,2621,3,5,4,2023-03-03,"Project Management",Internal,Incomplete,"Lynn Jones",2,451.56
Laura,Gutierrez,2020-06-24,NULL,"Production Technician I","Samantha Bryant",CCDR,Active,Full-Time,Unk,Production,Catv,1948-02-11,MA,Female,"Fully Meets",3,1984,5,2,2,2022-08-18,"Leadership Development",Internal,Failed,"Brenda Rice",4,983.02
Laurel,Chan,2020-11-18,2021-02-13,"Production Technician I","Christina Serrano",PYZ,Active,Full-Time,Resignation,Production,"General - Con",1943-12-25,MA,Female,"Fully Meets",3,2077,4,1,1,2023-04-07,"Communication Skills",Internal,Completed,"Tiffany Smith",4,447.67
Lauren,Keith,2021-02-12,2022-08-03,"Production Manager","Peter Williams",PYZ,Active,Part-Time,Voluntary,Production,Underground,1946-08-12,MA,Female,"Fully Meets",1,2301,3,1,4,2023-02-27,"Technical Skills",Internal,Incomplete,"Kimberly Mitchell",4,475.03
Lauren,Kent,2023-07-04,2023-07-12,"Production Technician I","Roger Reed",PL,"Voluntarily Terminated",Contract,Voluntary,Production,Wireless,2001-02-19,MA,Female,"Fully Meets",3,1762,3,3,5,2022-09-02,"Customer Service",External,Incomplete,"Christopher Griffin",3,669.57
Lauren,Mahoney,2022-02-26,NULL,"Production Technician I","Jeremy Lucas",PL,Active,Full-Time,Unk,Production,"Field Operations",2001-06-16,MA,Female,"Fully Meets",2,2979,4,5,4,2023-06-10,"Leadership Development",External,Failed,"Jonathan Lozano",4,257.87
Lauren,Peters,2020-09-28,2021-10-16,"Production Technician II","Alexandra Riley",WBL,"Voluntarily Terminated",Contract,Voluntary,Production,"General - Con",1987-12-28,MA,Female,"Fully Meets",2,2969,4,5,5,2022-10-18,"Customer Service",Internal,Passed,"Samuel Miller",3,405.4
Lauryn,Anthony,2019-08-22,2020-01-07,"Area Sales Manager","Mark Hernandez",WBL,Active,Full-Time,Resignation,Sales,"General - Con",1955-07-09,MA,Male,"Fully Meets",4,2654,4,1,3,2023-03-18,"Communication Skills",External,Passed,"Jason Parker",3,428.13
Lawrence,Cross,2021-06-01,2023-04-29,"Production Technician I","Ashley Craig",CCDR,Active,Contract,Voluntary,Production,"Wireline Construction",1993-10-21,MA,Female,"Fully Meets",3,1293,2,3,2,2023-03-12,"Project Management",Internal,Passed,"Cynthia Patton",2,668.77
Lawrence,Obrien,2023-04-16,2023-05-25,"Software Engineer","Pamela Robbins",PL,Active,Part-Time,Retirement,"Software Engineering","Field Operations",1967-03-06,MA,Male,"Fully Meets",4,2512,1,4,2,2023-02-19,"Communication Skills",External,Failed,"Joshua Santos",5,802.2
Lawson,Zuniga,2023-03-22,NULL,"Production Technician I","Natalie Lang",CCDR,Active,Contract,Unk,Production,"Yard (Material Handling)",1961-05-06,MA,Male,"Fully Meets",3,3255,1,4,1,2022-08-07,"Leadership Development",External,Incomplete,"Amber Pope",3,975.75
Layla,Gutierrez,2019-04-06,2020-08-15,"Production Technician I","Edward Peterson",BPC,Active,Contract,Voluntary,Production,Engineers,1956-07-10,MA,Male,"Fully Meets",3,1787,2,5,3,2022-08-31,"Project Management",Internal,Passed,"Steven Villa",2,756.7
Layla,Kane,2020-04-03,NULL,"Area Sales Manager","Mrs. Deanna Cooper",NEL,Active,Contract,Unk,Sales,"Field Operations",1944-09-25,ID,Male,"Fully Meets",2,2597,4,5,4,2022-10-22,"Communication Skills",External,Passed,"John Smith",3,242.28
Laylah,Branch,2023-04-18,NULL,"IT Support","Kevin Hudson",MSC,Active,Contract,Unk,IT/IS,Engineers,1967-08-21,MA,Female,"Fully Meets",3,3933,3,4,5,2022-08-23,"Communication Skills",Internal,Incomplete,"Adam Frye",1,559.55
Layton,Goodwin,2019-05-05,2022-01-11,"Production Technician I","Dana Parker",NEL,Active,Contract,Voluntary,Production,Engineers,1999-07-12,MA,Female,"Fully Meets",3,2085,3,4,4,2023-03-29,"Project Management",External,Incomplete,"Matthew Stephens MD",1,963.42
Lea,Cantu,2018-11-04,NULL,"Area Sales Manager","Donna Hurst",MSC,Active,Full-Time,Unk,Sales,"General - Con",2000-10-24,AZ,Female,"Fully Meets",2,2705,3,2,2,2023-05-24,"Communication Skills",External,Incomplete,"Angela Simmons",1,826.31
Leah,Robinson,2018-08-29,NULL,"Production Technician I","Craig Hawkins",BPC,Active,Contract,Unk,Production,"Yard (Material Handling)",1993-11-29,MA,Male,"Fully Meets",3,3676,3,4,1,2023-02-10,"Customer Service",Internal,Failed,"April Parrish",5,113.48
Lee,Frye,2018-09-14,NULL,"Area Sales Manager","Sonia Diaz",TNS,Active,Full-Time,Unk,Sales,Engineers,1959-08-16,KY,Female,"Fully Meets",4,3534,4,3,2,2023-05-21,"Customer Service",Internal,Completed,"Kathleen Bailey",3,900.96
Lei-Ming,Nguyen,2020-03-17,2021-08-02,"Production Technician I","Madeline Baker",NEL,Active,Contract,Voluntary,Production,"General - Con",1963-04-03,MA,Female,"Fully Meets",3,1740,5,4,4,2023-02-18,"Project Management",Internal,Completed,"Nicole Sanders",2,350.26
Leia,Mccann,2020-01-09,NULL,"Production Technician I","Rebecca Conway",MSC,Active,Full-Time,Unk,Production,"Finance & Accounting",1985-02-01,MA,Female,"Fully Meets",3,1757,5,4,5,2022-12-31,"Technical Skills",Internal,Incomplete,"Barbara Cochran",5,305.05
"Leigh Ann",Smith,2022-12-06,NULL,"Administrative Assistant","Mary Walker",PL,Active,Full-Time,Unk,"Admin Offices",Aerial,1953-03-19,MA,Female,"Fully Meets",3,1323,5,1,5,2023-03-30,"Customer Service",Internal,Passed,"Michael Kramer",2,659.9
Leland,Allen,2019-03-07,2021-05-31,"Area Sales Manager","Brandon Harris",BPC,"Future Start",Full-Time,Voluntary,Sales,"Wireline Construction",1965-12-11,TX,Male,"Fully Meets",4,3481,5,2,4,2023-05-29,"Technical Skills",External,Incomplete,"Glenda Ryan",5,758.95
Leland,Chang,2022-06-06,NULL,"Production Manager","Tiffany Taylor",WBL,Active,Contract,Unk,Production,"General - Con",1994-06-08,MA,Male,"Fully Meets",2,2416,4,5,1,2023-05-06,"Communication Skills",Internal,Failed,"Angela Wolf",2,344.8
Lena,Bryan,2022-04-18,NULL,"Software Engineer","Sarah Sims",WBL,Active,Contract,Unk,"Software Engineering","Billable Consultants",1942-03-13,MA,Male,"Fully Meets",3,1058,4,2,1,2023-04-01,"Project Management",External,Incomplete,"Amanda Christian",1,855.67
Lena,Sandoval,2018-08-26,NULL,"Network Engineer","Heather Hill",PYZ,Active,Part-Time,Unk,"Executive Office",Catv,1986-10-21,MA,Male,"Fully Meets",3,3867,5,3,3,2022-09-07,"Communication Skills",External,Failed,"Angie Romero DDS",4,540.57
Lennon,Buchanan,2021-01-26,NULL,"Area Sales Manager","Tina Nelson",NEL,Active,Contract,Unk,Sales,"Field Operations",1973-06-02,TX,Male,"Fully Meets",5,3491,3,4,5,2023-07-14,"Project Management",Internal,Incomplete,"Stephen Blair",3,442.56
Lenora,Tejeda,2019-02-18,2022-10-31,"Production Technician II","Heather Riley",SVG,"Voluntarily Terminated",Part-Time,Voluntary,Production,"Finance & Accounting",1968-07-22,MA,Female,"Fully Meets",3,1954,1,1,5,2022-08-14,"Customer Service",External,Passed,"Ronald Marsh",5,837.05
Leo,Cooper,2019-07-20,NULL,"IT Manager - DB","Laura Avila",PYZ,Active,Part-Time,Unk,IT/IS,Splicing,1978-12-09,MA,Male,"Fully Meets",4,2487,1,1,4,2022-11-26,"Technical Skills",Internal,Failed,"Colton Farmer",4,102.96
Leo,Hickman,2019-02-27,NULL,"Production Technician II","Alex Price",WBL,Active,Full-Time,Unk,Production,"General - Sga",1989-10-04,MA,Female,Exceeds,1,2145,3,3,5,2022-12-05,"Project Management",External,Failed,"Deborah Reed",4,251.83
Leon,Beard,2022-09-11,NULL,"Area Sales Manager","Brian Dunlap",PYZ,Active,Full-Time,Unk,IT/IS,"General - Con",1970-01-29,KY,Male,"Needs Improvement",4,3454,4,4,2,2023-02-07,"Communication Skills",Internal,Passed,"Jonathan Brady",3,184.9
Leonara,Lindsay,2020-04-10,NULL,"IT Support","Matthew Wood",WBL,Active,Contract,Unk,IT/IS,"Field Operations",1971-08-24,CT,Female,Exceeds,5,2211,1,5,3,2022-11-21,"Leadership Development",External,Completed,"James Fox",3,906.62
Leonel,Chang,2018-10-10,2020-05-17,"Production Technician I","Miguel Rodgers",BPC,Active,Full-Time,Retirement,Production,Splicing,1976-07-16,MA,Male,PIP,1,3022,2,2,3,2022-12-15,"Communication Skills",External,Completed,"Charles Garcia",3,848.52
Leonel,Combs,2021-09-01,NULL,"Database Administrator","Summer Carter",MSC,Active,Part-Time,Unk,IT/IS,Catv,1999-11-29,MA,Female,"Fully Meets",3,3996,3,5,1,2023-01-09,"Customer Service",Internal,Failed,"Carmen Cortez",2,808.51
Leonel,Tanner,2019-06-07,2021-12-30,"Production Technician I","Mrs. Vickie Barber",CCDR,"Terminated for Cause",Full-Time,Voluntary,Production,"Field Operations",1948-04-10,MA,Female,"Fully Meets",1,3245,3,5,2,2023-04-29,"Project Management",External,Incomplete,"John Higgins",1,163.79
Leonidas,Bridges,2021-09-24,2022-01-28,"Production Technician I","Lee Crawford",PL,Active,Part-Time,Retirement,Production,"Shop (Fleet)",1984-10-23,MA,Female,"Needs Improvement",2,2204,5,2,3,2022-11-27,"Customer Service",Internal,Passed,"Matthew Lee",3,284.05
Leroy,Norman,2020-04-26,2020-07-21,"Sales Manager","Mr. Keith Smith DVM",EW,Active,Full-Time,Resignation,"Admin Offices","General - Con",1986-01-18,MA,Male,"Fully Meets",3,1637,4,1,2,2022-10-04,"Customer Service",External,Failed,"Daniel Taylor",5,556.33
Leslie,Maynard,2022-06-30,2023-02-03,"Production Technician I","Nathan Johnson",NEL,Active,Full-Time,Resignation,Production,"General - Eng",1994-05-26,MA,Male,"Fully Meets",1,2830,1,2,2,2022-12-06,"Project Management",External,Completed,"Shawn Dillon",1,266.42
Leslie,Potts,2020-10-25,2022-04-18,"Production Technician II","Joshua Evans",WBL,Active,Contract,Involuntary,Production,"Shop (Fleet)",1962-08-29,MA,Female,PIP,3,1854,1,2,5,2023-05-18,"Technical Skills",External,Failed,"Pedro Rodriguez",1,837.64
Leslie,Zamora,2019-08-09,NULL,"Production Technician I","Sean Ayers",EW,Active,Full-Time,Unk,Production,Engineers,2001-05-30,MA,Female,Exceeds,4,2125,4,5,3,2022-08-19,"Communication Skills",External,Incomplete,"Hannah Smith",2,486.63
Leticia,Parks,2020-03-23,NULL,"Production Manager","Zachary Parker",EW,Active,Part-Time,Unk,Production,"Project Management - Eng",1944-11-23,MA,Female,"Fully Meets",2,2378,2,5,3,2023-04-07,"Leadership Development",Internal,Passed,"Karen Shaw",3,751.79
Levi,Hayden,2020-10-10,2022-08-05,"Production Technician I","Lynn Smith",NEL,Active,Contract,Voluntary,Production,"Field Operations",1944-08-10,MA,Female,"Fully Meets",2,3420,2,3,3,2022-12-15,"Project Management",External,Passed,"Jeremy Andrews",2,489.02
Levi,Lawson,2018-11-20,2020-02-09,"Production Technician I","Terry Flores",CCDR,"Voluntarily Terminated",Full-Time,Voluntary,Production,Executive,1949-12-31,MA,Female,"Fully Meets",3,1220,5,2,4,2023-06-29,"Leadership Development",External,Passed,"Johnathan Doyle",1,920.41
Lewis,Hobbs,2020-10-25,NULL,"Area Sales Manager","Cynthia Hurley",EW,Active,Contract,Unk,Sales,"Field Operations",1977-12-01,TN,Male,"Fully Meets",4,2608,1,4,5,2023-01-21,"Project Management",Internal,Incomplete,"Christina Moore",2,525.41
Lewis,Nixon,2021-01-17,NULL,"Database Administrator","Derrick Johnson",PL,Active,Contract,Unk,IT/IS,Aerial,1966-06-18,MA,Female,Exceeds,3,3969,4,5,2,2023-03-01,"Technical Skills",Internal,Failed,"William Rocha",4,701.87
Leyla,Davila,2021-12-02,2022-04-25,"Production Technician II","Deborah Clark",WBL,Active,Full-Time,Involuntary,Production,Splicing,1986-03-05,MA,Male,"Fully Meets",3,1517,4,5,3,2023-01-12,"Customer Service",External,Passed,"Nicholas Wallace",3,615.84
Leyla,Warren,2022-12-11,2023-04-28,"Production Technician I","Brooke Meyer",WBL,Active,Part-Time,Resignation,Production,"Billable Consultants",1998-08-23,MA,Male,"Fully Meets",3,3667,1,1,2,2023-02-03,"Leadership Development",Internal,Completed,"Emily Robinson",3,860.31
Lia,Blair,2019-08-19,NULL,"Data Analyst","Vanessa Bell",PL,Active,Part-Time,Unk,IT/IS,"Field Operations",1961-10-18,MA,Female,"Fully Meets",1,2314,4,1,3,2022-11-18,"Communication Skills",External,Failed,"Mark Francis",1,725.98
Lia,Orr,2019-07-19,NULL,"Production Technician I","Wendy Adams",SVG,Active,Contract,Unk,Production,"Yard (Material Handling)",1960-05-27,MA,Female,"Fully Meets",3,2088,2,1,2,2023-02-09,"Communication Skills",External,Completed,"Rhonda Thompson",3,407.99
